"simulationTime[s]","districtName","districtSafetyLevel","patrolID","previousPatrolState","currentPatrolState","isNight"
19701,Praga-Po³udnie,NotSafe,55077f51-ca63-47c8-9cbf-2d31315e277c,INTERVENTION,PATROLLING,0
19705,Wawer,RatherSafe,f8745932-7be4-456b-ae9f-eb532546cb4d,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
19708,Ursynów,Safe,e22d1bd6-3d49-4fd2-95fc-8c9fd5462945,PATROLLING,CALCULATING_PATH,0
19735,¯oliborz,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,PATROLLING,TRANSFER_TO_INTERVENTION,0
19735,¯oliborz,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
19737,Praga-Pó³noc,Safe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,PATROLLING,TRANSFER_TO_INTERVENTION,0
19737,Praga-Pó³noc,Safe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
19738,Praga-Po³udnie,NotSafe,983b18d8-ac69-438b-9bb2-fb8be1155dc8,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
19741,Praga-Pó³noc,Safe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,FIRING,PATROLLING,0
19741,Praga-Pó³noc,Safe,2974ed17-7047-490d-ae4b-b095cdb6041d,FIRING,PATROLLING,0
19742,Praga-Pó³noc,Safe,b45437de-446e-4885-898f-d4857c86fdd1,FIRING,PATROLLING,0
19766,Praga-Pó³noc,Safe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,PATROLLING,CALCULATING_PATH,0
19767,Wilanów,RatherSafe,21684171-2713-46c0-b778-bde5834e627a,TRANSFER_TO_INTERVENTION,INTERVENTION,0
19767,Ursynów,Safe,2824fea0-cf4b-43fb-b549-9c156a22a7e0,CALCULATING_PATH,PATROLLING,0
19767,Praga-Po³udnie,NotSafe,55077f51-ca63-47c8-9cbf-2d31315e277c,CALCULATING_PATH,PATROLLING,0
